Date,Ticker,Stock_Return,Market_Return
2016-05-19,AAPL,-0.003806803567110828,-0.003706707658226005
2016-05-20,AAPL,0.010827842209631067,0.006019504059596059
2016-05-23,AAPL,0.01270765280138364,-0.0020854589704891735
2016-05-24,AAPL,0.015243665885994018,0.013681382686285826
2016-05-25,AAPL,0.01756922634795144,0.006974740643369559
2016-05-26,AAPL,0.007930418406463025,-0.00021044390350322129
2016-05-27,AAPL,-0.0005978638445826023,0.004286857336424754
2016-05-31,AAPL,-0.004882622930343361,-0.0010052630048559275
2016-06-01,AAPL,-0.014019662733040561,0.0011350423274503196
2016-06-02,AAPL,-0.007515747014043117,0.0028246780734553223
2016-06-03,AAPL,0.0020465099370494677,-0.002911814656949452
2016-06-06,AAPL,0.007250790184767153,0.004897281193053882
2016-06-07,AAPL,0.004055596552496654,0.0012894462510633087
2016-06-08,AAPL,-0.0009085738183020053,0.0033095665337075086
2016-06-09,AAPL,0.007175953290759818,-0.0017177585589538413
2016-06-10,AAPL,-0.008228946871029374,-0.009175181182794367
2016-06-13,AAPL,-0.015076190140314916,-0.008115191387155773
2016-06-14,AAPL,0.0012328371772667435,-0.0017988851350955182
2016-06-15,AAPL,-0.0032834604512974597,-0.0018407128700851372
2016-06-16,AAPL,0.0042207871178017164,0.0031329906996742096
2016-06-17,AAPL,-0.022757915454992506,-0.0032579654199809127
2016-06-20,AAPL,-0.002412372214056324,0.00580818525653326
2016-06-21,AAPL,0.008517286013276282,0.002712061607464289
2016-06-22,AAPL,-0.003753655903082298,-0.0016515636618127383
2016-06-23,AAPL,0.005756264473196104,0.01336407865930278
2016-06-24,AAPL,-0.02809566974198685,-0.035919799994431734
2016-06-27,AAPL,-0.014561169866829315,-0.01809650217612302
2016-06-28,AAPL,0.016840445251621095,0.01777016508725926
2016-06-29,AAPL,0.008654797075504428,0.017032672570028273
2016-06-30,AAPL,0.012711886219365587,0.013565044705922347
2016-07-01,AAPL,0.003033591145636727,0.00194860235588723
2016-07-05,AAPL,-0.00938561639891744,-0.006847477437932237
2016-07-06,AAPL,0.005684795045370006,0.005352963242081676
2016-07-07,AAPL,0.004291921153051215,-0.0008715778419239317
2016-07-08,AAPL,0.007713157386154634,0.015253349296718177
2016-07-11,AAPL,0.0031026562193299245,0.003408615474199461
2016-07-12,AAPL,0.0045370402127975495,0.007009293213798395
2016-07-13,AAPL,-0.005645513556998605,0.00013476775533982632
2016-07-14,AAPL,0.019820408897561093,0.00525920411762093
2016-07-15,AAPL,-0.00010134865804201088,-0.0009289473209127541
2016-07-18,AAPL,0.01062979519982754,0.002382294987840705
2016-07-19,AAPL,0.00040066779084169113,-0.0014351736522938419
2016-07-20,AAPL,0.0009011834177552469,0.004270300173431885
2016-07-21,AAPL,-0.00530206969895286,-0.003612528916297486
2016-07-22,AAPL,-0.007744262059140805,0.004553964713003289
2016-07-25,AAPL,-0.013379176682904115,-0.0030114751244342264
2016-07-26,AAPL,-0.006883161585678366,0.0003227842443460638
2016-07-27,AAPL,0.06496319233167003,-0.0011985421207814095
2016-07-28,AAPL,0.013501617213798944,0.0016062090221755643
2016-07-29,AAPL,-0.001245845308651683,0.0016313092573088106
2016-08-01,AAPL,0.017656630629166115,-0.0012697872845152114
2016-08-02,AAPL,-0.014804122271338538,-0.006361619481225378
2016-08-03,AAPL,0.012538466997671582,0.0031339432802557354
2016-08-04,AAPL,0.006177027751481656,0.00021257188969192597
2016-08-05,AAPL,0.015207500046243716,0.008603496447961101
2016-08-08,AAPL,0.00828072817561143,-0.0009071655678379864
2016-08-09,AAPL,0.004060299312697246,0.0003897939364765346
2016-08-10,AAPL,-0.007444439730167063,-0.0028646859974036376
2016-08-11,AAPL,-0.0006480680873496292,0.004734588012062169
2016-08-12,AAPL,0.0023165372096347614,-0.0007960463737501922
2016-08-15,AAPL,0.012016874264635824,0.0027929092187690685
2016-08-16,AAPL,-0.0009135568348124234,-0.00547907701986905
2016-08-17,AAPL,-0.0014629360704861982,0.001868589648029051
2016-08-18,AAPL,-0.0012815820476883566,0.0021996173129046337
2016-08-19,AAPL,0.0025669115928144137,-0.0014402713809749113
2016-08-22,AAPL,-0.007772458977418739,-0.000563323157221185
2016-08-23,AAPL,0.0031331069343518703,0.0019517694055308787
2016-08-24,AAPL,-0.007533193278822736,-0.005240276852734871
2016-08-25,AAPL,-0.0042579031319709415,-0.0013652276243513173
2016-08-26,AAPL,-0.0058568566660933685,-0.0015788165944199406
2016-08-29,AAPL,-0.0011223533465698488,0.005228047221710774
2016-08-30,AAPL,-0.007676276717925257,-0.0019536804841114863
2016-08-31,AAPL,0.0009434706891227052,-0.0023758642617150993
2016-09-01,AAPL,0.005937689408710423,-4.1384533048027805e-05
2016-09-02,AAPL,0.009369552086658128,0.004201041336424849
2016-09-06,AAPL,-0.00027847271330960766,0.0029816787577114923
2016-09-07,AAPL,0.006128183578254065,-0.0001463852229309781
2016-09-08,AAPL,-0.02620904497864729,-0.0022230136296667036
2016-09-09,AAPL,-0.02264963447849322,-0.02452206896667508
2016-09-12,AAPL,0.022398974244274505,0.01467705274849096
2016-09-13,AAPL,0.023804977499945146,-0.014830674258895948
2016-09-14,AAPL,0.03538674634722594,-0.0005876766502063147
2016-09-15,AAPL,0.03399853315510115,0.010109273363029914
2016-09-16,AAPL,-0.0056244148144729555,-0.0037722947474507773
2016-09-19,AAPL,-0.011660304661272103,-1.8603060785604697e-05
2016-09-20,AAPL,-8.811663854890739e-05,0.0002991382171499968
2016-09-21,AAPL,-0.0001761020558375126,0.010917162352442444
2016-09-22,AAPL,0.009423046029223059,0.006499784427785649
2016-09-23,AAPL,-0.016663540407984012,-0.00573677446354337
2016-09-26,AAPL,0.0015082887118933463,-0.008587762798917709
2016-09-27,AAPL,0.0018602265433760312,0.006444170055012188
2016-09-28,AAPL,0.007604602803359617,0.005296554012835575
2016-09-29,AAPL,-0.015533205534186134,-0.009321411497187015
2016-09-30,AAPL,0.007755656267923294,0.007967969231286176
2016-10-03,AAPL,-0.004688316720923291,-0.0032606955294726125
2016-10-04,AAPL,0.004265963071472534,-0.0049555622707156965
2016-10-05,AAPL,0.0004425495989619499,0.0042966906501935576
2016-10-06,AAPL,0.007430158624503136,0.00048155976529717925
2016-10-07,AAPL,0.0014923690231427589,-0.0032534833570118105
2016-10-10,AAPL,0.01744732344837252,0.004605905039596125
2016-10-11,AAPL,0.0021541623070351346,-0.012446471596532338
2016-10-12,AAPL,0.00894263725684219,0.001146589037580359
2016-10-13,AAPL,-0.003068064137532467,-0.0030992637479612117
2016-10-14,AAPL,0.005556479656694924,0.00020160447857309194
2016-10-17,AAPL,-0.000680166325851328,-0.003037994040303138
2016-10-18,AAPL,-0.0006807001584566708,0.006160403318245855
2016-10-19,AAPL,-0.0029793291394677457,0.0021919710189710617
2016-10-20,AAPL,-0.0005122215973515365,-0.0013757239543792377
2016-10-21,AAPL,-0.003929732940896269,-8.414160005176807e-05
2016-10-24,AAPL,0.009004962313277298,0.004749839541692946
2016-10-25,AAPL,0.005100133793160211,-0.0037977277864983394
2016-10-26,AAPL,-0.02249482296240357,-0.0017404116452881535
2016-10-27,AAPL,-0.00960279180918966,-0.0029867267366989747
2016-10-28,AAPL,-0.00663875653377155,-0.0031082993435224138
2016-10-31,AAPL,-0.0015827545630506812,-0.00012227640782913607
2016-11-01,AAPL,-0.01805544760339972,-0.006786883476427641
2016-11-02,AAPL,0.0008970868967907997,-0.00652550029741239
2016-11-03,AAPL,-0.01071865276484818,-0.004423400838946101
2016-11-04,AAPL,-0.009014118316672093,-0.0016661307322337615
2016-11-07,AAPL,0.014424908384170987,0.022223543967337278
2016-11-08,AAPL,0.005887085401635073,0.0037719744542996647
2016-11-09,AAPL,-0.0016206710130410862,0.011077020753253342
2016-11-10,AAPL,-0.02786800275400536,0.0019507459501284519
2016-11-11,AAPL,0.005937343044179588,-0.0013979503036608554
2016-11-14,AAPL,-0.02508521070098213,-0.00011550278622274313
2016-11-15,AAPL,0.013243833304824149,0.007480797417763307
2016-11-16,AAPL,0.026888013863961557,-0.0015822634216101639
2016-11-17,AAPL,-0.0003637700141346789,0.004676369608375142
2016-11-18,AAPL,0.001000693872731384,-0.002386798421690206
2016-11-21,AAPL,0.015173555783401182,0.0074614006258433285
2016-11-22,AAPL,0.0006266464309461206,0.002165432272904111
2016-11-23,AAPL,-0.005098426808446521,0.0008080244329033981
2016-11-25,AAPL,0.005034513519186268,0.003914386891670674
2016-11-28,AAPL,-0.0019679263966604355,-0.005254535631502799
2016-11-29,AAPL,-0.0009859405384522457,0.0013352930642269722
2016-11-30,AAPL,-0.008433767112644763,-0.0026534040390964186
2016-12-01,AAPL,-0.009319420429014458,-0.0035155289737457407
2016-12-02,AAPL,0.003744647353232544,0.00039700650631591117
2016-12-05,AAPL,-0.007188265940039851,0.005821305253253195
2016-12-06,AAPL,0.007698349088073098,0.0034108883546988267
2016-12-07,AAPL,0.009822800799710762,0.013163241364864575
2016-12-08,AAPL,0.009817305261189624,0.0021593430473272335
2016-12-09,AAPL,0.016321392179858174,0.005938984786955759
2016-12-12,AAPL,-0.00570390715020519,-0.0011374349205595102
2016-12-13,AAPL,0.01668163461564487,0.006539774750587091
2016-12-14,AAPL,0.0,-0.00811717185395111
2016-12-15,AAPL,0.0054689000215635275,0.0038832279549072535
2016-12-16,AAPL,0.0012950059485377086,-0.0017506226204834219
2016-12-19,AAPL,0.0057774173713287524,0.001975120701520394
2016-12-20,AAPL,0.0026579523020031637,0.0036375121488696482
2016-12-21,AAPL,0.0009405847207157869,-0.0024573614565177593
2016-12-22,AAPL,-0.006577764317954871,-0.0018629737285675851
2016-12-23,AAPL,0.0019776832631173136,0.0012517152775348706
2016-12-27,AAPL,0.006350675485918833,0.0022483727122095676
2016-12-28,AAPL,-0.004263935387453732,-0.008356529175972627
2016-12-29,AAPL,-0.00025697284708026125,-0.000293304709629405
2016-12-30,AAPL,-0.007795757558410332,-0.004637050227782158
2017-01-03,AAPL,0.0028492851017407617,0.008486575281279274
2017-01-04,AAPL,-0.0011193019884047084,0.005722273788525856
2017-01-05,AAPL,0.005085414453953607,-0.0007706704833204681
2017-01-06,AAPL,0.011148296906074329,0.0035169592193697863
2017-01-09,AAPL,0.009159599519332984,-0.0035485942758867184
2017-01-10,AAPL,0.0010083487682739367,0.0
2017-01-11,AAPL,0.005373138857920123,0.0028296382793233654
2017-01-12,AAPL,-0.004175204618327655,-0.0021448089967596173
2017-01-13,AAPL,-0.001761388732131719,0.0018498402425362048
2017-01-17,AAPL,0.008064867732046066,-0.0029675026899970147
2017-01-18,AAPL,-8.325273478304585e-05,0.0017637540575008437
2017-01-19,AAPL,-0.0017503876583885303,-0.003609308355419394
2017-01-20,AAPL,0.0018368625462976684,0.003366237154707852
2017-01-23,AAPL,0.0006662982358920377,-0.002690124758069401
2017-01-24,AAPL,-0.0009155845666729556,0.006564593637664151
2017-01-25,AAPL,0.01592058868936541,0.008026090549617448
2017-01-26,AAPL,0.0004922194833616444,-0.0007353844075136395
2017-01-27,AAPL,8.199622042281973e-05,-0.000866463892926328
2017-01-30,AAPL,-0.0026241398156159335,-0.006009543517695892
2017-01-31,AAPL,-0.002302086853695595,-0.0008899054071440649
2017-02-01,AAPL,0.06098069465729217,0.00029836348965073256
2017-02-02,AAPL,-0.0017084376704228355,0.0005703094032936118
2017-02-03,AAPL,0.004278629326636585,0.007264758098647794
2017-02-06,AAPL,0.009374281634250359,-0.002115356985885164
2017-02-07,AAPL,0.00951750804940188,0.00022682918569594257
2017-02-08,AAPL,0.0038772213450832815,0.0006933223855400961
2017-02-09,AAPL,0.007225567543541311,0.005752546449780516
2017-02-10,AAPL,-0.002265277893018558,0.003566050102845164
2017-02-13,AAPL,0.00885562920147076,0.005245845097992419
2017-02-14,AAPL,0.012979436349048523,0.004007335176634763
2017-02-15,AAPL,0.0036288836024349624,0.004992308919898214
2017-02-16,AAPL,-0.0011805825242717782,-0.0008641180363413437
2017-02-17,AAPL,0.002733369744109204,0.0016785565287558146
2017-02-21,AAPL,0.007221248846333683,0.006048066160828425
2017-02-22,AAPL,0.002998891229700096,-0.001082200145408052
2017-02-23,AAPL,-0.004229761278038868,0.00041898672168572126
2017-02-24,AAPL,0.0009519810941209794,0.0014933641914423035
2017-02-27,AAPL,0.001975422561206752,0.0010179830611165563
2017-02-28,AAPL,0.00043851923015947314,-0.0025783763780462543
2017-03-01,AAPL,0.020439392401865764,0.013673854659866258
2017-03-02,AAPL,-0.005937366873692618,-0.005859880503598425
2017-03-03,AAPL,0.005900711923002344,0.0005038772720600271
2017-03-06,AAPL,-0.0031480741742166973,-0.0032772408480052917
2017-03-07,AAPL,0.00129197481502219,-0.0029133737680216987
2017-03-08,AAPL,-0.003726793186408228,-0.002284215165048731
2017-03-09,AAPL,-0.0023023556980393822,0.0007998953585612867
2017-03-10,AAPL,0.003316857184660682,0.003268670195698986
2017-03-13,AAPL,0.0004314354602927839,0.0003666328125562224
2017-03-14,AAPL,-0.0015090170976868045,-0.0033790271755046453
2017-03-15,AAPL,0.010576945577485564,0.008374752796581397
2017-03-16,AAPL,0.0016368824430195161,-0.0016267102694209612
2017-03-17,AAPL,-0.004974909529497085,-0.0013143147950017697
2017-03-20,AAPL,0.0105005585453668,-0.0020098935338483948
2017-03-21,AAPL,-0.011452224993709348,-0.012407972940626899
2017-03-22,AAPL,0.01129895010424331,0.0018898864360001877
2017-03-23,AAPL,-0.003535579121672683,-0.001060269661328106
2017-03-24,AAPL,-0.001987113345596647,-0.0008439958489141475
2017-03-27,AAPL,0.0017068660624313114,-0.001019587452981141
2017-03-28,AAPL,0.020726640662757534,0.007251474353500598
2017-03-29,AAPL,0.0022255037865943628,0.001085324742930105
2017-03-30,AAPL,-0.001318200886621157,0.002935109936855751
2017-03-31,AAPL,-0.0018769611422128074,-0.002255047489714501
2017-04-03,AAPL,0.0002788040432792904,-0.0016421255420062675
2017-04-04,AAPL,0.007446106206911551,0.0005595225490382383
2017-04-05,AAPL,-0.005180706623385434,-0.0030548611983906016
2017-04-06,AAPL,-0.0024999828045937367,0.001929509405943275
2017-04-07,AAPL,-0.002226754799084074,-0.0008271302020167459
2017-04-10,AAPL,-0.0011862370244167808,0.0006876864837839225
2017-04-11,AAPL,-0.010756388223544078,-0.001433879303282093
2017-04-12,AAPL,0.0012004429678849071,-0.003759951034546627
2017-04-13,AAPL,-0.0052892150915646585,-0.006814694227374907
2017-04-17,AAPL,0.005529902134637776,0.008613348940219367
2017-04-18,AAPL,-0.004441708124704458,-0.0029033798625895946
2017-04-19,AAPL,-0.003683035179247285,-0.0017163507793208632
2017-04-20,AAPL,0.012510565126597317,0.007557263417987681
2017-04-21,AAPL,-0.0011933849199542435,-0.0030350729326357184
2017-04-24,AAPL,0.009630086765358481,0.01084006896297951
2017-04-25,AAPL,0.006195684744195296,0.006090687476747014
2017-04-26,AAPL,-0.005881551304849242,-0.00048570348354270987
2017-04-27,AAPL,0.0007659722625195098,0.0005529198041311911
2017-04-28,AAPL,-0.0009734387176236758,-0.0019131470681601481
2017-05-01,AAPL,0.02039650595177278,0.0017322905115801923
2017-05-02,AAPL,0.006345006712981771,0.0011890499458222514
2017-05-03,AAPL,-0.0030510418255751404,-0.0012713605313821041
2017-05-04,AAPL,-0.0036038602989674207,0.0005821026438950216
2017-05-05,AAPL,0.01658379239804164,0.0040886954080285864
2017-05-08,AAPL,0.02718820705353897,3.744597299082386e-05
2017-05-09,AAPL,0.006404983802490882,-0.0010252486299153762
2017-05-10,AAPL,-0.004740679970276052,0.0011306013658478609
2017-05-11,AAPL,0.008648350746305544,-0.002162809124616749
2017-05-12,AAPL,0.01396593987872552,-0.0014784413679722608
2017-05-15,AAPL,-0.0025628888387519977,0.004776513648450997
2017-05-16,AAPL,-0.0014773525757362238,-0.0006868970151433507
2017-05-17,AAPL,-0.0335751569537458,-0.018178214414433458
2017-05-18,AAPL,0.015241114283516266,0.003686818283279214
2017-05-19,AAPL,0.003409125327824336,0.006767499942466504
2017-05-22,AAPL,0.006076002561369975,0.005160131149745784
2017-05-23,AAPL,-0.0012342985954088004,0.001837871992654172
2017-05-24,AAPL,-0.0029903519137044476,0.002489126548973042
2017-05-25,AAPL,0.003455995752141394,0.00444194837709877
2017-05-26,AAPL,-0.001689294962718857,0.00031054999597146526
2017-05-30,AAPL,0.00039025818800952905,-0.0012046245861250249
2017-05-31,AAPL,-0.005921457314267187,-0.000459968801852062
2017-06-01,AAPL,0.002749052937754959,0.007571112611303388
2017-06-02,AAPL,0.014819280069924279,0.0037077313104922904
2017-06-05,AAPL,-0.009778052404801563,-0.001217665183814387
2017-06-06,AAPL,0.0033780200433817242,-0.0027790399654609166
2017-06-07,AAPL,0.005956916706640669,0.0015682572275503848
2017-06-08,AAPL,-0.0024458242831026933,0.00026720472849017796
2017-06-09,AAPL,-0.03877700469412548,-0.0008299892344156845
2017-06-12,AAPL,-0.023895552477874005,-0.000978763178264619
2017-06-13,AAPL,0.008045414412278351,0.004511505177332342
2017-06-14,AAPL,-0.009754840237992557,-0.0009958307964025304
2017-06-15,AAPL,-0.005993359765598227,-0.0022395981461527104
2017-06-16,AAPL,-0.013999809245790473,0.0002836393681004967
2017-06-19,AAPL,0.028607740378209012,0.008347228657875183
2017-06-20,AAPL,-0.009088497546899998,-0.0066966373620162
2017-06-21,AAPL,0.0059309619161220795,-0.0005826443900691647
2017-06-22,AAPL,-0.0016457787314124728,-0.00045578207221763645
2017-06-23,AAPL,0.004463380980891607,0.0015609155178168965
2017-06-26,AAPL,-0.0031446420703360456,0.000315801794623205
2017-06-27,AAPL,-0.014332921813158817,-0.00807282488613359
2017-06-28,AAPL,0.014611008384250557,0.008808066374833778
2017-06-29,AAPL,-0.014743241670868379,-0.008600023246820632
2017-06-30,AAPL,0.002366400342206365,0.0015332318107057485
2017-07-03,AAPL,-0.0036105756782416343,0.002310833849555216
2017-07-05,AAPL,0.0041114197855502965,0.001453279024245635
2017-07-06,AAPL,-0.00943866765941792,-0.009368823820586791
2017-07-07,AAPL,0.010159536974031047,0.006403125486305727
2017-07-10,AAPL,0.006102975002172162,0.0009277662125786179
2017-07-11,AAPL,0.003240117703345202,-0.0007826806116978391
2017-07-12,AAPL,0.0014432096331475908,0.007305607635895495
2017-07-13,AAPL,0.013928890500423119,0.0018745843139260643
2017-07-14,AAPL,0.008593863614641206,0.004673503078699293
2017-07-17,AAPL,0.0034896270416970854,-5.291283677333336e-05
2017-07-18,AAPL,0.0034768322766478565,0.0005978573436131729
2017-07-19,AAPL,0.006263586871676274,0.005372639356088893
2017-07-20,AAPL,-0.004503315728562107,-0.00015365928181010347
2017-07-21,AAPL,-0.0004651316919823678,-0.00036787164783502746
2017-07-24,AAPL,0.012111087452844282,-0.0010637348279797232
2017-07-25,AAPL,0.004273908058328502,0.002923171678338221
2017-07-26,AAPL,0.004713973107176805,0.0002826639480466575
2017-07-27,AAPL,-0.018897493701924728,-0.0009726882691745153
2017-07-28,AAPL,-0.00704038394985973,-0.001341115577770502
2017-07-31,AAPL,-0.005150474673799255,-0.0007281456077897763
2017-08-01,AAPL,0.008875017148977093,0.0024491149692504877
2017-08-02,AAPL,0.047250879628665476,0.0004926487188865458
2017-08-03,AAPL,-0.009990664651297054,-0.002183654185644257
2017-08-04,AAPL,0.005270595606156725,0.0018891035295691694
2017-08-07,AAPL,0.01547424999011704,0.001647199789928111
2017-08-08,AAPL,0.007996961939240155,-0.0024144327873969473
2017-08-09,AAPL,0.006121999984798565,-0.00036360867105078576
2017-08-10,AAPL,-0.031851830375928314,-0.014474441722801767
2017-08-11,AAPL,0.013906912638611324,0.0012755699762128092
2017-08-14,AAPL,0.015049424799519429,0.010043754544535322
2017-08-15,AAPL,0.010947595982674585,-0.0004988078808476626
2017-08-16,AAPL,-0.004022265562766525,0.0014201029158569245
2017-08-17,AAPL,-0.01919838720115663,-0.015436952160958639
2017-08-18,AAPL,-0.0022805937470107285,-0.0018353673110713675
2017-08-21,AAPL,-0.0018410612498876988,0.001162651069903653
2017-08-22,AAPL,0.01634727505307576,0.00994077978775465
2017-08-23,AAPL,0.0012518515625696836,-0.0034535927149730306
2017-08-24,AAPL,-0.004438194206852875,-0.0020744620703185834
2017-08-25,AAPL,0.003704442935588803,0.0016728693563305974
2017-08-28,AAPL,0.010071372999479244,0.00048707205438569545
2017-08-29,AAPL,0.008918222980728752,0.000842821736810162
2017-08-30,AAPL,0.002700595602823652,0.004615148933961866
2017-08-31,AAPL,0.003979274765167462,0.005720976220730423
2017-09-01,AAPL,0.0003049847023308683,0.001982540682532896
2017-09-05,AAPL,-0.012008480661888532,-0.007550806889900619
2017-09-06,AAPL,-0.0010491708791472432,0.0031287267736885838
2017-09-07,AAPL,-0.004014463681631497,-0.00017843612323464875
2017-09-08,AAPL,-0.0163091454712605,-0.001488850703918465
2017-09-11,AAPL,0.018092387657679065,0.01083929931877714
2017-09-12,AAPL,-0.003962490907333804,0.0033639480109453057
2017-09-13,AAPL,-0.007522479114264402,0.0007571207193879381
2017-09-14,AAPL,-0.008581136047254967,-0.0011007176162897148
2017-09-15,AAPL,0.010108790431152093,0.0018471814878802117
2017-09-18,AAPL,-0.007568282746995059,0.0014559207541648966
2017-09-19,AAPL,0.0003781930423627511,0.0011101954279371107
2017-09-20,AAPL,-0.01675781208889382,0.0006343478158390425
2017-09-21,AAPL,-0.017171656964786064,-0.0030459176984141134
2017-09-22,AAPL,-0.009779422724494724,0.0006477937229520947
2017-09-25,AAPL,-0.00882168114626869,-0.002222050282888466
2017-09-26,AAPL,0.01720304922053928,7.216672978804795e-05
2017-09-27,AAPL,0.007117679777988828,0.004085143947080816
2017-09-28,AAPL,-0.00615934484101377,0.001204615596159142
2017-09-29,AAPL,0.00547992482159021,0.0037051100814438076
